"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"NXL","NUIX LIMITED","2020-12-04","Software & Services",361738865
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",82557526
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",178793836
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4488234471
"NYM","NARRYER METALS LIMITED","2022-04-14","Materials",7132500
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",26521479
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",33753049
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",252713072
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",72174949
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",4621523
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",2321417
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",16234235
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",11789347
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",916061275
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",46715568
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",652732686
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",64066572
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1341343845
"OCN","OCEANA LITHIUM LIMITED",,"Materials",0
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",16109759
"ODE","ODESSA MINERALS LIMITED","1986-07-03","Materials",11735576
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",8860542
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",30621523
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",25934058
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",67130137
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",5711968
"OEX","OILEX LTD","2003-10-24","Energy",25087267
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",594564451
"OGC","OCEANAGOLD CORPORATION","2007-06-19","Materials",2280393110
